SubjNum,Age,Gender,Condition,Condition_HardBase,Condition_ImpossibleBase,TrialNumber,TrialNumber_AsFactor,TimeTrying,TimeTrying_sqrt,MaxPSI,MaxPSI_sqrt,HelpSeekingNum_exp,HelpSeekingNum_exp_avg,HelpSeekingRate_exp_avg,HelpSeekingRate_Recovery,NumAffectFrames,TotalPosFrames,TotalNegFrames,NumHints_Recovery
138,17.9,F,Hard,Hard,Hard,2,2,6.12,4.01497198,6.597,4.07394158,3,1.333333333,0.06666667,0.03839656,13,2,7,0
138,17.9,F,Hard,Hard,Hard,3,3,0,3.16227766,NA,NA,0,1.333333333,0.06666667,0.03839656,NA,NA,NA,0
139,18.93,M,Easy,Easy,Easy,1,1,15.232,5.023146424,9.639,4.431591136,0,0,0,0.043401522,30,20,5,2
139,18.93,M,Easy,Easy,Easy,2,2,7.208,4.148252644,6.666,4.082401254,0,0,0,0.043401522,14,0,7,2
139,18.93,M,Easy,Easy,Easy,3,3,7.344,4.164612827,7.192,4.146323673,0,0,0,0.043401522,15,0,9,2
140,17.73,F,Hard,Hard,Hard,1,1,0,3.16227766,NA,NA,0,0.666666667,0.03333333,0,NA,NA,NA,4
140,17.73,F,Hard,Hard,Hard,2,2,0,3.16227766,NA,NA,1,0.666666667,0.03333333,0,NA,NA,NA,4
140,17.73,F,Hard,Hard,Hard,3,3,5.542,3.942334334,1.532,3.395879857,1,0.666666667,0.03333333,0,13,0,0,4
141,18.97,F,Easy,Easy,Easy,1,1,0,3.16227766,NA,NA,0,1,0.05,0.005829884,NA,NA,NA,4
141,18.97,F,Easy,Easy,Easy,2,2,0,3.16227766,NA,NA,2,1,0.05,0.005829884,NA,NA,NA,4
141,18.97,F,Easy,Easy,Easy,3,3,1.802,3.435403906,0.599,3.255610542,1,1,0.05,0.005829884,4,0,0,4
142,19.03,F,Hard,Hard,Hard,1,1,11.084,4.591731699,6.129,4.016092628,0,1.333333333,0.06666667,0.014382281,22,11,4,3
142,19.03,F,Hard,Hard,Hard,2,2,9.622,4.429672674,0.004,3.162910052,3,1.333333333,0.06666667,0.014382281,20,1,5,3
142,19.03,F,Hard,Hard,Hard,3,3,3.196,3.632629901,4.291,3.7803439,1,1.333333333,0.06666667,0.014382281,8,2,1,3
143,17.9,M,Easy,Easy,Easy,1,1,10.208,4.495330911,0.002,3.162593872,0,1,0.05,0,22,0,0,0
143,17.9,M,Easy,Easy,Easy,2,2,2.456,3.529305881,0.503,3.240833226,1,1,0.05,0,6,1,1,0
143,17.9,M,Easy,Easy,Easy,3,3,3.332,3.651301138,1.815,3.437295448,2,1,0.05,0,8,0,8,0
144,19.1,M,Easy,Easy,Easy,1,1,16.6,5.157518783,11.285,4.61356695,0,0.333333333,0.01666667,0,33,0,18,0
144,19.1,M,Easy,Easy,Easy,2,2,17.45,5.239274759,9.725,4.441283598,0,0.333333333,0.01666667,0,35,0,23,0
144,19.1,M,Easy,Easy,Easy,3,3,11.05,4.588027899,6.195,4.024301182,1,0.333333333,0.01666667,0,21,0,16,0
145,19.2,M,Hard,Hard,Hard,1,1,1.768,3.430451865,0.295,3.208582241,0,0,0,0,4,2,0,0
145,19.2,M,Hard,Hard,Hard,2,2,4.556,3.815232627,NA,NA,0,0,0,0,9,5,0,0
145,19.2,M,Hard,Hard,Hard,3,3,3.74,3.706750599,8.517,4.30313839,0,0,0,0,8,4,0,0
146,18.87,M,Impossible,Impossible,Impossible,1,1,10.854,4.566618005,7.637,4.199642842,0,0.333333333,0.01666667,0,23,15,1,0
146,18.87,M,Impossible,Impossible,Impossible,2,2,7.582,4.193089553,4.875,3.856812155,1,0.333333333,0.01666667,0,16,1,2,0
146,18.87,M,Impossible,Impossible,Impossible,3,3,2.04,3.469870315,4.97,3.869108424,0,0.333333333,0.01666667,0,5,0,4,0
147,18.1,M,Impossible,Impossible,Impossible,1,1,0,3.16227766,NA,NA,0,2.333333333,0.11666667,0.048058439,NA,NA,NA,1
147,18.1,M,Impossible,Impossible,Impossible,2,2,0,3.16227766,NA,NA,4,2.333333333,0.11666667,0.048058439,NA,NA,NA,1
147,18.1,M,Impossible,Impossible,Impossible,3,3,0,3.16227766,NA,NA,3,2.333333333,0.11666667,0.048058439,NA,NA,NA,1
148,18.63,M,Easy,Easy,Easy,1,1,15.784,5.077794797,3.091,3.618148698,0,3,0.15,0.040456348,32,12,0,0
148,18.63,M,Easy,Easy,Easy,2,2,2.924,3.594996523,1.341,3.367640123,2,3,0.15,0.040456348,8,0,0,0
148,18.63,M,Easy,Easy,Easy,3,3,0,3.16227766,NA,NA,NA,3,0.15,0.040456348,NA,NA,NA,0
149,17.7,F,Hard,Hard,Hard,1,1,5.618,3.951961538,0.321,3.21263132,1,2,0.1,0,13,1,0,2
149,17.7,F,Hard,Hard,Hard,2,2,2.89,3.590264614,5.972,3.996498467,3,2,0.1,0,6,0,2,2
149,17.7,F,Hard,Hard,Hard,3,3,0,3.16227766,NA,NA,2,2,0.1,0,NA,NA,NA,2
152,19.1,F,Hard,Hard,Hard,1,1,4.182,3.765899627,2.858,3.585805349,0,0,0,0,9,0,0,0
152,19.1,F,Hard,Hard,Hard,2,2,2.312,3.508845964,5.194,3.897948178,0,0,0,0,5,2,0,0
152,19.1,F,Hard,Hard,Hard,3,3,3.91,3.72961124,4.149,3.761515652,0,0,0,0,8,0,0,0
156,17.93,F,Easy,Easy,Easy,1,1,7.446,4.176840912,5.022,3.875822493,2,1.333333333,0.06666667,0,17,2,0,1
156,17.93,F,Easy,Easy,Easy,2,2,1.836,3.44034882,4.104,3.755529257,1,1.333333333,0.06666667,0,4,0,4,1
156,17.93,F,Easy,Easy,Easy,3,3,3,3.605551275,8.949,4.353044911,1,1.333333333,0.06666667,0,7,0,7,1
157,17.73,M,Hard,Hard,Hard,1,1,10.642,4.543346784,3.497,3.673826343,0,0.333333333,0.01666667,0,23,5,1,3
157,17.73,M,Hard,Hard,Hard,2,2,2.482,3.532987404,5.248,3.904868756,1,0.333333333,0.01666667,0,5,1,1,3
157,17.73,M,Hard,Hard,Hard,3,3,0,3.16227766,NA,NA,0,0.333333333,0.01666667,0,NA,NA,NA,3
159,18.83,M,Impossible,Impossible,Impossible,1,1,11.118,4.595432515,0.534,3.245612423,0,0.333333333,0.01666667,0.050797521,24,1,0,0
159,18.83,M,Impossible,Impossible,Impossible,2,2,5.95,3.99374511,7.319,4.161610265,1,0.333333333,0.01666667,0.050797521,14,0,2,0
159,18.83,M,Impossible,Impossible,Impossible,3,3,4.998,3.872725139,5.547,3.942968425,0,0.333333333,0.01666667,0.050797521,11,1,1,0
161,19.2,M,Hard,Hard,Hard,1,1,2.006,3.464967532,0.327,3.213564999,1,1.666666667,0.083333333,NA,4,0,0,NA
161,19.2,M,Hard,Hard,Hard,2,2,4.148,3.761382724,0.836,3.291808014,4,1.666666667,0.083333333,NA,9,2,3,NA
161,19.2,M,Hard,Hard,Hard,3,3,0.442,3.231408362,0.317,3.212008717,0,1.666666667,0.083333333,NA,1,1,0,NA
162,18.33,M,Easy,Easy,Easy,1,1,14.73,4.972926704,3.846,3.721021365,0,0,0,0,29,10,8,0
162,18.33,M,Easy,Easy,Easy,2,2,4.692,3.833014479,5.861,3.982587099,0,0,0,0,10,0,3,0
162,18.33,M,Easy,Easy,Easy,3,3,4.122,3.757924959,3.627,3.691476669,0,0,0,0,9,3,5,0
164,19.2,M,Impossible,Impossible,Impossible,1,1,11.424,4.628606702,3.318,3.64938351,0,0,0,0,23,8,1,0
164,19.2,M,Impossible,Impossible,Impossible,2,2,3.366,3.655954048,7.813,4.220544989,0,0,0,0,6,2,0,0
164,19.2,M,Impossible,Impossible,Impossible,3,3,4.284,3.779417945,1.027,3.320692699,0,0,0,0,10,0,0,0
168,19.17,M,Impossible,Impossible,Impossible,1,1,18.742,5.361156592,1.825,3.438749773,0,0.333333333,0.01666667,0,NA,NA,NA,0
168,19.17,M,Impossible,Impossible,Impossible,2,2,6.494,4.061280586,8.301,4.277966807,1,0.333333333,0.01666667,0,NA,NA,NA,0
168,19.17,M,Impossible,Impossible,Impossible,3,3,12.656,4.75983193,4.31,3.782856064,0,0.333333333,0.01666667,0,NA,NA,NA,0
171,18.5,M,Impossible,Impossible,Impossible,1,1,0,3.16227766,NA,NA,0,0,0,0,NA,NA,NA,1
171,18.5,M,Impossible,Impossible,Impossible,2,2,0,3.16227766,NA,NA,0,0,0,0,NA,NA,NA,1
171,18.5,M,Impossible,Impossible,Impossible,3,3,0,3.16227766,NA,NA,0,0,0,0,NA,NA,NA,1
173,19.13,M,Easy,Easy,Easy,1,1,3.128,3.623258202,9.947,4.466206444,4,1.333333333,0.06666667,0,6,1,1,0
173,19.13,M,Easy,Easy,Easy,2,2,3.434,3.665242148,9.867,4.457241299,0,1.333333333,0.06666667,0,8,0,0,0
173,19.13,M,Easy,Easy,Easy,3,3,1.428,3.380532502,5.947,3.993369505,0,1.333333333,0.06666667,0,3,0,0,0
178,17.97,M,Hard,Hard,Hard,1,1,1.088,3.329864862,0.425,3.228776858,0,0,0,0,3,0,0,0
178,17.97,M,Hard,Hard,Hard,2,2,6.29,4.036087214,0.732,3.275973138,0,0,0,0,15,2,0,0
178,17.97,M,Hard,Hard,Hard,3,3,8.058,4.249470555,4.331,3.785630727,0,0,0,0,17,0,0,0
180,18.73,M,Easy,Easy,Easy,1,1,10.574,4.535857141,5.321,3.9142049,0,0.666666667,0.03333333,0.070195142,NA,NA,NA,0
180,18.73,M,Easy,Easy,Easy,2,2,7.242,4.152348733,10.071,4.480066964,1,0.666666667,0.03333333,0.070195142,15,0,11,0
180,18.73,M,Easy,Easy,Easy,3,3,3.366,3.655954048,6.188,4.023431371,1,0.666666667,0.03333333,0.070195142,6,0,5,0
181,19,M,Hard,Hard,Hard,1,1,9.588,4.425833255,3.619,3.690392933,0,0.666666667,0.03333333,0,20,20,0,0
181,19,M,Hard,Hard,Hard,2,2,7.106,4.135940038,4.435,3.799342048,0,0.666666667,0.03333333,0,16,7,0,0
181,19,M,Hard,Hard,Hard,3,3,4.386,3.792888082,5.749,3.968500976,2,0.666666667,0.03333333,0,9,3,0,0
183,17.7,M,Impossible,Impossible,Impossible,1,1,12.75,4.769696007,2.832,3.582178108,0,0,0,0,26,0,9,0
183,17.7,M,Impossible,Impossible,Impossible,2,2,1.836,3.44034882,0.529,3.244842061,0,0,0,0,5,0,0,0
183,17.7,M,Impossible,Impossible,Impossible,3,3,0,3.16227766,NA,NA,0,0,0,0,NA,NA,NA,0
184,18.17,M,Hard,Hard,Hard,1,1,0.272,3.2049961,0.153,3.186377253,0,0,0,0,1,0,0,0
184,18.17,M,Hard,Hard,Hard,2,2,5.202,3.898974224,2.943,3.597638114,0,0,0,0,11,5,10,0
184,18.17,M,Hard,Hard,Hard,3,3,16.184,5.117030389,1.378,3.373129111,0,0,0,0,32,0,1,0
185,18.97,M,Impossible,Impossible,Impossible,1,1,10.03,4.4754888,3.727,3.704996626,0,0,0,0,22,0,0,0
185,18.97,M,Impossible,Impossible,Impossible,2,2,4.488,3.80631055,2.015,3.466266002,0,0,0,0,10,0,0,0
185,18.97,M,Impossible,Impossible,Impossible,3,3,4.632,3.825179734,2.348,3.513972111,0,0,0,0,10,0,0,0
192,18.7,F,Easy,Easy,Easy,1,1,3.638,3.692966287,2.008,3.465256123,4,1.666666667,0.08333333,0,8,5,3,0
192,18.7,F,Easy,Easy,Easy,2,2,7.182,4.14511761,5.283,3.909347772,0,1.666666667,0.08333333,0,15,2,1,0
192,18.7,F,Easy,Easy,Easy,3,3,3.306,3.647739026,2.64,3.555277767,1,1.666666667,0.08333333,0,7,5,0,0
194,18.23,F,Easy,Easy,Easy,1,1,7.242,4.152348733,1.437,3.381863392,1,2.666666667,0.13333333,0,15,1,3,1
194,18.23,F,Easy,Easy,Easy,2,2,0,3.16227766,NA,NA,NA,2.666666667,0.13333333,0,NA,NA,NA,1
194,18.23,F,Easy,Easy,Easy,3,3,0,3.16227766,NA,NA,2,2.666666667,0.13333333,0,NA,NA,NA,1
197,19.07,M,Easy,Easy,Easy,1,1,12.852,4.780376554,5.429,3.927976578,1,0.666666667,0.03333333,0,26,1,2,0
197,19.07,M,Easy,Easy,Easy,2,2,3.774,3.711333992,2.098,3.478217935,1,0.666666667,0.03333333,0,8,0,0,0
197,19.07,M,Easy,Easy,Easy,3,3,3.298,3.646642291,3.035,3.61040164,0,0.666666667,0.03333333,0,7,0,0,0
198,19.07,M,Easy,Easy,Easy,1,1,2.38,3.518522417,5.822,3.977687771,1,0.666666667,0.03333333,0,5,5,0,5
198,19.07,M,Easy,Easy,Easy,2,2,2.312,3.508845964,4.971,3.869237651,1,0.666666667,0.03333333,0,5,0,0,5
198,19.07,M,Easy,Easy,Easy,3,3,0.918,3.304239701,1.245,3.353356527,0,0.666666667,0.03333333,0,2,0,0,5
200,17.87,F,Hard,Hard,Hard,1,1,6.528,4.065464303,4.352,3.788403358,2,0.666666667,0.03333333,0,13,1,0,0
200,17.87,F,Hard,Hard,Hard,2,2,7.658,4.202142311,4.449,3.801184026,0,0.666666667,0.03333333,0,14,0,7,0
200,17.87,F,Hard,Hard,Hard,3,3,4.42,3.797367509,2.545,3.54189215,0,0.666666667,0.03333333,0,9,0,3,0
201,18.3,M,Impossible,Impossible,Impossible,1,1,13.438,4.841280822,2.503,3.535958145,1,1.333333333,0.06666667,0,28,7,5,4
201,18.3,M,Impossible,Impossible,Impossible,2,2,5.576,3.946644144,2.828,3.581619745,3,1.333333333,0.06666667,0,12,5,0,4
201,18.3,M,Impossible,Impossible,Impossible,3,3,2.04,3.469870315,2.803,3.578128002,0,1.333333333,0.06666667,0,5,0,5,4
204,18.67,M,Hard,Hard,Hard,1,1,13.226,4.819336054,1.987,3.462224718,0,0.333333333,0.01666667,0,27,0,0,0
204,18.67,M,Hard,Hard,Hard,2,2,4.318,3.783913318,4.942,3.865488326,0,0.333333333,0.01666667,0,10,8,0,0
204,18.67,M,Hard,Hard,Hard,3,3,9.494,4.415201015,6.008,4.000999875,1,0.333333333,0.01666667,0,18,18,0,0
206,18.6,F,Impossible,Impossible,Impossible,1,1,6.562,4.069643719,0.322,3.212786952,0,0,0,0,14,0,0,6
206,18.6,F,Impossible,Impossible,Impossible,2,2,9.29,4.392038251,1.27,3.357082066,0,0,0,0,19,0,4,6
206,18.6,F,Impossible,Impossible,Impossible,3,3,4.726,3.837447068,1.916,3.451955967,0,0,0,0,10,4,0,6
207,17.8,F,Easy,Easy,Easy,1,1,6.12,4.01497198,5.422,3.927085433,1,0.333333333,0.01666667,0,13,0,0,0
207,17.8,F,Easy,Easy,Easy,2,2,4.998,3.872725139,2.488,3.533836442,0,0.333333333,0.01666667,0,12,0,3,0
207,17.8,F,Easy,Easy,Easy,3,3,4.488,3.80631055,2.163,3.487549283,0,0.333333333,0.01666667,0,10,0,10,0
208,18.9,F,Impossible,Impossible,Impossible,1,1,2.55,3.542597917,1.152,3.339461034,0,0,0,0,6,1,0,1
208,18.9,F,Impossible,Impossible,Impossible,2,2,2.04,3.469870315,1.083,3.329113996,0,0,0,0,5,0,0,1
208,18.9,F,Impossible,Impossible,Impossible,3,3,6.774,4.095607403,1.298,3.361249768,0,0,0,0,15,0,0,1
209,17.77,M,Hard,Hard,Hard,1,1,2.55,3.542597917,NA,NA,0,1,0.05,0,6,0,4,1
209,17.77,M,Hard,Hard,Hard,2,2,8.5,4.301162634,NA,NA,0,1,0.05,0,17,0,15,1
209,17.77,M,Hard,Hard,Hard,3,3,0,3.16227766,NA,NA,3,1,0.05,0,NA,NA,NA,1
212,17.67,F,Hard,Hard,Hard,1,1,9.486,4.414294961,3.883,3.725989801,1,1,0.05,0,21,0,0,0
212,17.67,F,Hard,Hard,Hard,2,2,7.106,4.135940038,4.035,3.746331539,1,1,0.05,0,15,0,0,0
212,17.67,F,Hard,Hard,Hard,3,3,8.432,4.293250517,5.928,3.990989852,1,1,0.05,0,18,9,9,0
216,17.7,M,Easy,Easy,Easy,1,1,7.624,4.198094806,0.87,3.296968304,2,2.666666667,0.13333333,0.077346998,16,5,0,4
216,17.7,M,Easy,Easy,Easy,2,2,0,3.16227766,NA,NA,4,2.666666667,0.13333333,0.077346998,NA,NA,NA,4
216,17.7,M,Easy,Easy,Easy,3,3,0,3.16227766,NA,NA,2,2.666666667,0.13333333,0.077346998,NA,NA,NA,4
217,18.57,M,Impossible,Impossible,Impossible,1,1,6.018,4.002249368,1.152,3.339461034,0,0.333333333,0.01666667,0.050981392,13,0,1,0
217,18.57,M,Impossible,Impossible,Impossible,2,2,4.352,3.788403358,1.276,3.357975581,1,0.333333333,0.01666667,0.050981392,9,0,0,0
217,18.57,M,Impossible,Impossible,Impossible,3,3,0,3.16227766,NA,NA,0,0.333333333,0.01666667,0.050981392,NA,NA,NA,0
218,18.07,F,Easy,Easy,Easy,1,1,7.446,4.176840912,4.706,3.834840284,1,0.333333333,0.01666667,0,16,2,0,0
218,18.07,F,Easy,Easy,Easy,2,2,6.664,4.082156293,1.792,3.433948165,0,0.333333333,0.01666667,0,15,2,0,0
218,18.07,F,Easy,Easy,Easy,3,3,1.36,3.370459909,1.735,3.425638627,0,0.333333333,0.01666667,0,3,2,0,0
220,18.6,F,Impossible,Impossible,Impossible,1,1,12.342,4.726732487,1.26,3.355592347,1,0.666666667,0.03333333,NA,23,15,0,7
220,18.6,F,Impossible,Impossible,Impossible,2,2,4.862,3.855126457,1.334,3.366600659,0,0.666666667,0.03333333,NA,10,0,0,7
220,18.6,F,Impossible,Impossible,Impossible,3,3,0,3.16227766,NA,NA,1,0.666666667,0.03333333,NA,NA,NA,NA,7
221,17.8,F,Easy,Easy,Easy,1,1,9.214,4.383377693,3.777,3.711738137,0,1.333333333,0.06666667,0.026473469,19,19,0,5
221,17.8,F,Easy,Easy,Easy,2,2,1.496,3.390575172,1.196,3.346042438,0,1.333333333,0.06666667,0.026473469,3,2,0,5
221,17.8,F,Easy,Easy,Easy,3,3,0,3.16227766,NA,NA,4,1.333333333,0.06666667,0.026473469,NA,NA,NA,5
224,19.13,M,Hard,Hard,Hard,1,1,3.944,3.734166574,1.513,3.393081196,0,0,0,0,9,8,0,0
224,19.13,M,Hard,Hard,Hard,2,2,17.306,5.225514329,3.949,3.734836007,0,0,0,0,25,12,0,0
224,19.13,M,Hard,Hard,Hard,3,3,2.652,3.556964998,NA,NA,0,0,0,0,6,0,1,0
230,19.23,M,Hard,Hard,Hard,1,1,9.588,4.425833255,2.047,3.470878851,0,0,0,0,26,5,1,2
230,19.23,M,Hard,Hard,Hard,2,2,0.646,3.262820865,0.761,3.280396318,0,0,0,0,1,1,0,2
230,19.23,M,Hard,Hard,Hard,3,3,0,3.16227766,NA,NA,0,0,0,0,NA,NA,NA,2
235,17.97,F,Impossible,Impossible,Impossible,1,1,4.326,3.784970277,0.367,3.219782601,0,0,0,0,9,0,0,0
235,17.97,F,Impossible,Impossible,Impossible,2,2,5.372,3.920714221,2.518,3.538078575,0,0,0,0,11,2,0,0
235,17.97,F,Impossible,Impossible,Impossible,3,3,12.954,4.791033291,1.231,3.351268417,0,0,0,0,26,0,0,0
